probe_id,raw_gene_symbol,parsed_gene_symbol,mapping_status,n_probes_for_gene
11715529_x_at,ATP6V1G2-DDX39B /// DDX39B,ATP6V1G2-DDX39B,multi_symbol_first_valid_used,7
11715530_a_at,CCT6A,CCT6A,single_symbol,2
11715531_at,PRPF8,PRPF8,single_symbol,2
11715532_a_at,IFNGR2,IFNGR2,single_symbol,1
11715533_a_at,LRP1,LRP1,single_symbol,4
11715534_a_at,LRP1,LRP1,single_symbol,4
11715535_a_at,GPS1,GPS1,single_symbol,1
11715536_a_at,IDH2,IDH2,single_symbol,4
11715537_x_at,IDH2,IDH2,single_symbol,4
11715538_s_at,RPLP1,RPLP1,single_symbol,4
11715539_x_at,RPLP1,RPLP1,single_symbol,4
11715540_s_at,RPS14,RPS14,single_symbol,3
11715541_a_at,THY1,THY1,single_symbol,2
11715542_s_at,THY1,THY1,single_symbol,2
11715543_x_at,RPS8,RPS8,single_symbol,1
11715544_a_at,TMED10,TMED10,single_symbol,4
11715545_at,TMED10,TMED10,single_symbol,4
11715546_s_at,CBX1,CBX1,single_symbol,1
11715547_at,TMEM109,TMEM109,single_symbol,2
11715548_a_at,DAG1,DAG1,single_symbol,5
11715549_at,DAG1,DAG1,single_symbol,5
11715550_at,DAG1,DAG1,single_symbol,5
11715551_s_at,GAS6,GAS6,single_symbol,2
11715552_a_at,IMMT,IMMT,single_symbol,6
11715553_s_at,IMMT,IMMT,single_symbol,6
11715554_a_at,CYB5R3,CYB5R3,single_symbol,2
11715555_a_at,CYB5R3,CYB5R3,single_symbol,2
11715556_a_at,QSOX1,QSOX1,single_symbol,1
11715557_at,FLJ23867 /// QSOX1,FLJ23867,multi_symbol_first_valid_used,1
11715558_a_at,TMEM59,TMEM59,single_symbol,1
11715559_x_at,YWHAQ,YWHAQ,single_symbol,3
11715560_s_at,PGA3 /// PGA4 /// PGA5,PGA3,multi_symbol_first_valid_used,1
11715561_s_at,SCD,SCD,single_symbol,4
11715562_x_at,SCD,SCD,single_symbol,4
11715563_s_at,SCD,SCD,single_symbol,4
11715564_s_at,H1FX,H1FX,single_symbol,2
11715565_at,PSMD2,PSMD2,single_symbol,3
11715566_at,COPZ1,COPZ1,single_symbol,2
11715567_at,COPZ1,COPZ1,single_symbol,2
11715568_a_at,CD9,CD9,single_symbol,9
11715569_at,CD9,CD9,single_symbol,9
11715570_x_at,CD9,CD9,single_symbol,9
11715571_a_at,CLSTN1,CLSTN1,single_symbol,4
11715572_a_at,CLSTN1,CLSTN1,single_symbol,4
11715573_s_at,KDELR2,KDELR2,single_symbol,4
11715574_a_at,KDELR2,KDELR2,single_symbol,4
11715575_x_at,PPM1G,PPM1G,single_symbol,1
11715576_at,RAC1,RAC1,single_symbol,6
11715577_x_at,RAC1,RAC1,single_symbol,6
11715578_s_at,RAC1,RAC1,single_symbol,6
11715579_a_at,VKORC1,VKORC1,single_symbol,1
11715580_a_at,TBCB,TBCB,single_symbol,1
11715581_a_at,SF3B2,SF3B2,single_symbol,2
11715582_s_at,SF3B2,SF3B2,single_symbol,2
11715583_s_at,HLA-DPA1,HLA-DPA1,single_symbol,4
11715584_a_at,CAV1,CAV1,single_symbol,4
11715585_a_at,PMP22,PMP22,single_symbol,2
11715586_at,MAPRE1,MAPRE1,single_symbol,2
11715587_at,MAPRE1,MAPRE1,single_symbol,2
11715588_x_at,MYL9,MYL9,single_symbol,2
11715589_at,DYNC1H1,DYNC1H1,single_symbol,4
11715590_at,DYNC1H1,DYNC1H1,single_symbol,4
11715591_s_at,DYNC1H1,DYNC1H1,single_symbol,4
11715592_x_at,DYNC1H1,DYNC1H1,single_symbol,4
11715593_s_at,YWHAH,YWHAH,single_symbol,2
11715594_a_at,RBM38,RBM38,single_symbol,1
11715595_a_at,PSMB7,PSMB7,single_symbol,5
11715596_at,PSMB7,PSMB7,single_symbol,5
11715597_x_at,PSMB7,PSMB7,single_symbol,5
11715598_at,TFG,TFG,single_symbol,1
11715599_a_at,ANAPC5,ANAPC5,single_symbol,2
11715600_a_at,PPP1R11,PPP1R11,single_symbol,2
11715601_a_at,PPP1R11,PPP1R11,single_symbol,2
11715602_s_at,SPARC,SPARC,single_symbol,8
11715603_s_at,SPARC,SPARC,single_symbol,8
11715604_x_at,SPARC,SPARC,single_symbol,8
11715605_s_at,SF3B5,SF3B5,single_symbol,2
11715606_a_at,TSC22D1,TSC22D1,single_symbol,3
11715607_at,PPIB,PPIB,single_symbol,2
11715608_x_at,PPIB,PPIB,single_symbol,2
11715609_a_at,ATP6V1H,ATP6V1H,single_symbol,1
11715610_a_at,ARPC1A,ARPC1A,single_symbol,1
11715611_a_at,PLOD1,PLOD1,single_symbol,2
11715612_s_at,TMX2,TMX2,single_symbol,2
11715613_a_at,BTG2,BTG2,single_symbol,4
11715614_at,BTG2,BTG2,single_symbol,4
11715615_at,BTG2,BTG2,single_symbol,4
11715616_a_at,NDUFAB1,NDUFAB1,single_symbol,1
11715617_a_at,RNF130,RNF130,single_symbol,1
11715618_a_at,SDF4,SDF4,single_symbol,4
11715619_x_at,SDF4,SDF4,single_symbol,4
11715620_a_at,CRYAB,CRYAB,single_symbol,2
11715621_at,UFC1,UFC1,single_symbol,1
11715622_a_at,RNF114,RNF114,single_symbol,3
11715623_s_at,RNF114,RNF114,single_symbol,3
11715624_at,SH3BGRL,SH3BGRL,single_symbol,6
11715625_a_at,SH3BGRL,SH3BGRL,single_symbol,6
11715626_a_at,RPL11,RPL11,single_symbol,2
11715627_x_at,ALDH2,ALDH2,single_symbol,2
11715628_a_at,FGB,FGB,single_symbol,4
11715629_a_at,LAPTM4A,LAPTM4A,single_symbol,6
11715630_s_at,LAPTM4A,LAPTM4A,single_symbol,6
11715631_x_at,LAPTM4A,LAPTM4A,single_symbol,6
11715632_at,MAF1,MAF1,single_symbol,2
11715633_x_at,MAF1,MAF1,single_symbol,2
11715634_s_at,TMEM14C,TMEM14C,single_symbol,2
11715635_x_at,TMEM14C,TMEM14C,single_symbol,2
11715636_a_at,SERPINE1,SERPINE1,single_symbol,3
11715637_a_at,UGP2,UGP2,single_symbol,1
11715638_s_at,LPCAT1,LPCAT1,single_symbol,1
11715639_a_at,TTC3,TTC3,single_symbol,5
11715640_a_at,TTC3,TTC3,single_symbol,5
11715641_a_at,TTC3,TTC3,single_symbol,5
11715642_s_at,TTC3,TTC3,single_symbol,5
11715643_a_at,ATP6AP2,ATP6AP2,single_symbol,5
11715644_s_at,ATP6AP2,ATP6AP2,single_symbol,5
11715645_s_at,RTCB,RTCB,single_symbol,6
11715646_a_at,ADIPOR1,ADIPOR1,single_symbol,4
11715647_a_at,ADIPOR1,ADIPOR1,single_symbol,4
11715648_x_at,ADIPOR1,ADIPOR1,single_symbol,4
11715649_s_at,TXNRD1,TXNRD1,single_symbol,3
11715650_a_at,TXNRD1,TXNRD1,single_symbol,3
11715651_s_at,FSTL1,FSTL1,single_symbol,2
11715652_a_at,PCOLCE,PCOLCE,single_symbol,3
11715653_a_at,RTFDC1,RTFDC1,single_symbol,4
11715654_x_at,RTFDC1,RTFDC1,single_symbol,4
11715655_s_at,VDAC1,VDAC1,single_symbol,1
11715656_at,COX5A,COX5A,single_symbol,1
11715657_a_at,GLB1,GLB1,single_symbol,3
11715658_a_at,SLC39A1,SLC39A1,single_symbol,9
11715659_s_at,ERRFI1,ERRFI1,single_symbol,1
11715660_a_at,RPN2,RPN2,single_symbol,2
11715661_a_at,TMEM189-UBE2V1 /// UBE2V1,TMEM189-UBE2V1,multi_symbol_first_valid_used,4
11715662_x_at,TMEM189-UBE2V1 /// UBE2V1,TMEM189-UBE2V1,multi_symbol_first_valid_used,4
11715663_a_at,STARD7,STARD7,single_symbol,3
11715664_a_at,STARD7,STARD7,single_symbol,3
11715665_a_at,PSMB8,PSMB8,single_symbol,3
11715666_a_at,TPM3,TPM3,single_symbol,7
11715667_s_at,TPM3,TPM3,single_symbol,7
11715668_a_at,PSMA5,PSMA5,single_symbol,1
11715669_s_at,DCTN1,DCTN1,single_symbol,1
11715670_a_at,IFITM1,IFITM1,single_symbol,2
11715671_x_at,IFITM1,IFITM1,single_symbol,2
11715672_a_at,WDR83OS,WDR83OS,single_symbol,1
11715673_x_at,JUNB,JUNB,single_symbol,1
11715674_s_at,CCNG1,CCNG1,single_symbol,5
11715675_a_at,CCNG1,CCNG1,single_symbol,5
11715676_s_at,NCSTN,NCSTN,single_symbol,3
11715677_x_at,NCSTN,NCSTN,single_symbol,3
11715678_s_at,NAP1L4,NAP1L4,single_symbol,5
11715679_s_at,PRNP,PRNP,single_symbol,4
11715680_s_at,C12orf57,C12orf57,single_symbol,1
11715681_s_at,CREG1,CREG1,single_symbol,2
11715682_a_at,CREG1,CREG1,single_symbol,2
11715683_a_at,KRT7,KRT7,single_symbol,1
11715684_a_at,PPA1,PPA1,single_symbol,1
11715685_s_at,ARPC5,ARPC5,single_symbol,3
11715686_s_at,ARPC5,ARPC5,single_symbol,3
11715687_x_at,ARPC5,ARPC5,single_symbol,3
11715688_x_at,CTRB2,CTRB2,single_symbol,1
11715689_a_at,CD164,CD164,single_symbol,8
11715690_x_at,CD164,CD164,single_symbol,8
11715691_s_at,ZFP36,ZFP36,single_symbol,1
11715692_a_at,CIRBP,CIRBP,single_symbol,3
11715693_s_at,CIRBP,CIRBP,single_symbol,3
11715694_at,COX7B,COX7B,single_symbol,2
11715695_x_at,COX7B,COX7B,single_symbol,2
11715696_a_at,NOLC1,NOLC1,single_symbol,3
11715697_a_at,NOLC1,NOLC1,single_symbol,3
11715698_a_at,NOLC1,NOLC1,single_symbol,3
11715699_s_at,SEC16A,SEC16A,single_symbol,4
11715700_s_at,WDR6,WDR6,single_symbol,2
11715701_s_at,PFN2,PFN2,single_symbol,4
11715702_at,ITGA5,ITGA5,single_symbol,4
11715703_s_at,ITGA5,ITGA5,single_symbol,4
11715704_x_at,ITGA5,ITGA5,single_symbol,4
11715705_a_at,MGEA5,MGEA5,single_symbol,5
11715706_x_at,MGEA5,MGEA5,single_symbol,5
11715707_a_at,MGEA5,MGEA5,single_symbol,5
11715708_s_at,MB,MB,single_symbol,3
11715709_x_at,MB,MB,single_symbol,3
11715710_s_at,CTSC,CTSC,single_symbol,3
11715711_a_at,AKR1C3,AKR1C3,single_symbol,2
11715712_a_at,NRDC,NRDC,single_symbol,3
11715713_a_at,VOPP1,VOPP1,single_symbol,5
11715714_s_at,VOPP1,VOPP1,single_symbol,5
11715715_x_at,VOPP1,VOPP1,single_symbol,5
11715716_at,MSN,MSN,single_symbol,3
11715717_s_at,MSN,MSN,single_symbol,3
11715718_a_at,ZNHIT1,ZNHIT1,single_symbol,1
11715719_x_at,CDC37,CDC37,single_symbol,1
11715720_s_at,C1orf43,C1orf43,single_symbol,4
11715721_a_at,GOLM1,GOLM1,single_symbol,2
11715722_a_at,GOLM1,GOLM1,single_symbol,2
11715723_s_at,ITM2B,ITM2B,single_symbol,3
11715724_s_at,ITM2B,ITM2B,single_symbol,3
11715725_x_at,ITM2B,ITM2B,single_symbol,3
11715726_a_at,OAZ2,OAZ2,single_symbol,2
11715727_s_at,OAZ2,OAZ2,single_symbol,2
11715728_a_at,ITGB1,ITGB1,single_symbol,5
11715729_s_at,CYP19A1,CYP19A1,single_symbol,5
11715730_at,CYP19A1,CYP19A1,single_symbol,5
11715731_at,CYP19A1,CYP19A1,single_symbol,5
11715732_at,PSMB3,PSMB3,single_symbol,1
11715733_a_at,NIPSNAP1,NIPSNAP1,single_symbol,2
11715734_a_at,NIPSNAP1,NIPSNAP1,single_symbol,2
11715735_a_at,TMEM123,TMEM123,single_symbol,3
11715736_s_at,CASC3,CASC3,single_symbol,3
11715737_at,CASC3,CASC3,single_symbol,3
11715738_s_at,SNX3,SNX3,single_symbol,4
11715739_s_at,PLPP3,PLPP3,single_symbol,3
11715740_a_at,RCC2,RCC2,single_symbol,4
11715741_at,RCC2,RCC2,single_symbol,4
11715742_s_at,RCC2,RCC2,single_symbol,4
11715743_x_at,RCC2,RCC2,single_symbol,4
11715744_a_at,ATP5J,ATP5J,single_symbol,1
11715745_a_at,KIAA1191,KIAA1191,single_symbol,1
11715746_a_at,MINOS1-NBL1 /// NBL1,MINOS1-NBL1,multi_symbol_first_valid_used,3
11715747_a_at,MINOS1-NBL1 /// NBL1,MINOS1-NBL1,multi_symbol_first_valid_used,3
11715748_at,SSRP1,SSRP1,single_symbol,3
11715749_s_at,SSRP1,SSRP1,single_symbol,3
11715750_at,SSRP1,SSRP1,single_symbol,3
11715751_a_at,DPYSL3,DPYSL3,single_symbol,2
11715752_at,TSPAN7,TSPAN7,single_symbol,3
11715753_a_at,TSPAN7,TSPAN7,single_symbol,3
11715754_at,PRL,PRL,single_symbol,1
11715755_a_at,ATIC,ATIC,single_symbol,1
11715756_x_at,UBL5,UBL5,single_symbol,2
11715757_a_at,RGS2,RGS2,single_symbol,1
11715758_at,TTC1,TTC1,single_symbol,1
11715759_at,RPL36AL,RPL36AL,single_symbol,2
11715760_x_at,RPL36AL,RPL36AL,single_symbol,2
11715761_a_at,TBC1D14,TBC1D14,single_symbol,2
11715762_s_at,AP1M1,AP1M1,single_symbol,2
11715763_a_at,PODXL,PODXL,single_symbol,3
11715764_a_at,PODXL,PODXL,single_symbol,3
11715765_a_at,DUSP1,DUSP1,single_symbol,4
11715766_a_at,DUSP1,DUSP1,single_symbol,4
11715767_s_at,ACAA2,ACAA2,single_symbol,1
11715768_x_at,SIRT2,SIRT2,single_symbol,3
11715769_a_at,SET,SET,single_symbol,3
11715770_x_at,SET,SET,single_symbol,3
11715771_a_at,MRPL13,MRPL13,single_symbol,2
11715772_x_at,MRPL13,MRPL13,single_symbol,2
11715773_a_at,IMP3,IMP3,single_symbol,2
11715774_s_at,IMP3,IMP3,single_symbol,2
11715775_a_at,HSPB8,HSPB8,single_symbol,2
11715776_a_at,HSPB8,HSPB8,single_symbol,2
11715777_s_at,LUZP6 /// MTPN,LUZP6,multi_symbol_first_valid_used,2
11715778_a_at,LUZP6 /// MTPN,LUZP6,multi_symbol_first_valid_used,2
11715779_a_at,HNRNPH2 /// RPL36A-HNRNPH2,HNRNPH2,multi_symbol_first_valid_used,3
11715780_x_at,HNRNPH2 /// RPL36A-HNRNPH2,HNRNPH2,multi_symbol_first_valid_used,3
11715781_a_at,EEF2,EEF2,single_symbol,8
11715782_a_at,EEF2,EEF2,single_symbol,8
11715783_x_at,EEF2,EEF2,single_symbol,8
11715784_s_at,PRR4,PRR4,single_symbol,4
11715785_at,CRYBB2,CRYBB2,single_symbol,1
11715786_at,PLOD3,PLOD3,single_symbol,5
11715787_x_at,ATP6V0C,ATP6V0C,single_symbol,1
11715788_a_at,SLC40A1,SLC40A1,single_symbol,2
11715789_a_at,SLC40A1,SLC40A1,single_symbol,2
11715790_a_at,MRPL37,MRPL37,single_symbol,1
11715791_at,TUBG1,TUBG1,single_symbol,1
11715792_a_at,STOM,STOM,single_symbol,5
11715793_a_at,ACTG2,ACTG2,single_symbol,5
11715794_x_at,ACTG2,ACTG2,single_symbol,5
11715795_at,MANF,MANF,single_symbol,1
11715796_s_at,LUM,LUM,single_symbol,1
11715797_a_at,WDR45B,WDR45B,single_symbol,3
11715798_x_at,WDR45B,WDR45B,single_symbol,3
11715799_s_at,PRRC2B,PRRC2B,single_symbol,5
11715800_at,PRRC2B,PRRC2B,single_symbol,5
11715801_s_at,PRRC2B,PRRC2B,single_symbol,5
11715802_a_at,PRRC2B,PRRC2B,single_symbol,5
11715803_a_at,ANXA6,ANXA6,single_symbol,1
11715804_s_at,PPP2CA,PPP2CA,single_symbol,3
11715805_a_at,PPP2CA,PPP2CA,single_symbol,3
11715806_a_at,SEPW1,SEPW1,single_symbol,1
11715807_a_at,STARD10,STARD10,single_symbol,2
11715808_a_at,PYGB,PYGB,single_symbol,5
11715809_a_at,PYGB,PYGB,single_symbol,5
11715810_a_at,TRIP12,TRIP12,single_symbol,2
11715811_s_at,MLLT6,MLLT6,single_symbol,3
11715812_s_at,MLLT6,MLLT6,single_symbol,3
11715813_at,HIGD1A,HIGD1A,single_symbol,1
11715814_a_at,TRAP1,TRAP1,single_symbol,1
11715815_a_at,PSMC3,PSMC3,single_symbol,1
11715816_at,ZFP36L2,ZFP36L2,single_symbol,4
11715817_at,ZFP36L2,ZFP36L2,single_symbol,4
11715818_at,ZFP36L2,ZFP36L2,single_symbol,4
11715819_a_at,LRPAP1,LRPAP1,single_symbol,2
11715820_a_at,BUD31,BUD31,single_symbol,1
11715821_a_at,SYPL1,SYPL1,single_symbol,3
11715822_s_at,SYPL1,SYPL1,single_symbol,3
11715823_x_at,SYPL1,SYPL1,single_symbol,3
11715824_at,NOP10,NOP10,single_symbol,1
11715825_a_at,PRMT1,PRMT1,single_symbol,3
11715826_x_at,HMG20B,HMG20B,single_symbol,3
11715827_s_at,M6PR,M6PR,single_symbol,2
11715828_a_at,M6PR,M6PR,single_symbol,2
11715829_at,PLS3,PLS3,single_symbol,2
11715830_s_at,PLS3,PLS3,single_symbol,2
11715831_s_at,SURF4,SURF4,single_symbol,6
11715832_s_at,SURF4,SURF4,single_symbol,6
11715833_a_at,RUVBL1,RUVBL1,single_symbol,3
11715834_x_at,RUVBL1,RUVBL1,single_symbol,3
11715835_a_at,PSMA3,PSMA3,single_symbol,2
11715836_x_at,PSMA3,PSMA3,single_symbol,2
11715837_a_at,HEXB,HEXB,single_symbol,1
11715838_a_at,NEU1,NEU1,single_symbol,1
11715839_a_at,SDHC,SDHC,single_symbol,5
11715840_s_at,SDHC,SDHC,single_symbol,5
11715841_at,MAPK1,MAPK1,single_symbol,8
11715842_a_at,MAPK1,MAPK1,single_symbol,8
11715843_at,MAPK1,MAPK1,single_symbol,8
11715844_s_at,PTPRF,PTPRF,single_symbol,5
11715845_s_at,PTPRF,PTPRF,single_symbol,5
11715846_at,EFEMP1,EFEMP1,single_symbol,4
11715847_x_at,PLAT,PLAT,single_symbol,7
11715848_a_at,ATP5G2,ATP5G2,single_symbol,1
11715849_a_at,APOLD1 /// DDX47,APOLD1,multi_symbol_first_valid_used,3
11715850_x_at,C6orf48,C6orf48,single_symbol,3
11715851_s_at,CLU,CLU,single_symbol,2
11715852_at,PDGFRB,PDGFRB,single_symbol,3
11715853_a_at,PDGFRB,PDGFRB,single_symbol,3
11715854_at,PDGFRB,PDGFRB,single_symbol,3
11715855_a_at,PRCP,PRCP,single_symbol,3
11715856_s_at,PRCP,PRCP,single_symbol,3
11715857_a_at,NCKAP1,NCKAP1,single_symbol,2
11715858_s_at,NCKAP1,NCKAP1,single_symbol,2
11715859_at,RIC8A,RIC8A,single_symbol,3
11715860_a_at,RIC8A,RIC8A,single_symbol,3
11715861_a_at,ACTN4,ACTN4,single_symbol,5
11715862_x_at,CDIPT,CDIPT,single_symbol,3
11715863_x_at,DDAH2,DDAH2,single_symbol,1
11715864_a_at,HACD3,HACD3,single_symbol,4
11715865_a_at,ATP6V1F,ATP6V1F,single_symbol,2
11715866_x_at,ATP6V1F,ATP6V1F,single_symbol,2
11715867_x_at,MRPL41,MRPL41,single_symbol,1
11715868_a_at,TINF2,TINF2,single_symbol,4
11715869_x_at,TINF2,TINF2,single_symbol,4
11715870_a_at,UFD1L,UFD1L,single_symbol,2
11715871_a_at,UFD1L,UFD1L,single_symbol,2
11715872_at,ZFAND3,ZFAND3,single_symbol,2
11715873_a_at,OLFML3,OLFML3,single_symbol,1
11715874_s_at,ATP5H,ATP5H,single_symbol,1
11715875_a_at,COMMD7,COMMD7,single_symbol,1
11715876_at,P2RX5-TAX1BP3 /// TAX1BP3,P2RX5-TAX1BP3,multi_symbol_first_valid_used,1
11715877_s_at,CDK2AP1,CDK2AP1,single_symbol,1
11715878_a_at,PITPNA,PITPNA,single_symbol,3
11715879_a_at,PITPNA,PITPNA,single_symbol,3
11715880_a_at,PITPNA,PITPNA,single_symbol,3
11715881_a_at,DAP3,DAP3,single_symbol,5
11715882_s_at,DAP3,DAP3,single_symbol,5
11715883_x_at,DAP3,DAP3,single_symbol,5
11715884_a_at,TMEM248,TMEM248,single_symbol,2
11715885_at,TMEM248,TMEM248,single_symbol,2
11715886_at,PIP4K2B,PIP4K2B,single_symbol,4
11715887_s_at,PIP4K2B,PIP4K2B,single_symbol,4
11715888_s_at,PIP4K2B,PIP4K2B,single_symbol,4
11715889_a_at,ATP5I,ATP5I,single_symbol,2
11715890_x_at,ATP5I,ATP5I,single_symbol,2
11715891_at,PNLIP,PNLIP,single_symbol,1
11715892_a_at,PYCR2,PYCR2,single_symbol,3
11715893_s_at,IFI27,IFI27,single_symbol,2
11715894_x_at,NGRN,NGRN,single_symbol,3
11715895_at,SCARB2,SCARB2,single_symbol,4
11715896_s_at,SCARB2,SCARB2,single_symbol,4
11715897_at,SCARB2,SCARB2,single_symbol,4
11715898_a_at,TNIP1,TNIP1,single_symbol,8
11715899_a_at,SUCLG1,SUCLG1,single_symbol,3
11715900_a_at,COASY,COASY,single_symbol,3
11715901_a_at,PSMC2,PSMC2,single_symbol,3
11715902_a_at,DDX23,DDX23,single_symbol,2
11715903_at,DDX3X,DDX3X,single_symbol,8
11715904_s_at,DDX3X,DDX3X,single_symbol,8
11715905_x_at,DDX3X,DDX3X,single_symbol,8
11715906_a_at,FAM96B,FAM96B,single_symbol,2
11715907_s_at,FAM96B,FAM96B,single_symbol,2
11715908_at,MYO6,MYO6,single_symbol,5
11715909_s_at,MYO6,MYO6,single_symbol,5
11715910_a_at,MYO6,MYO6,single_symbol,5
11715911_at,MYO6,MYO6,single_symbol,5
11715912_at,EFNB1,EFNB1,single_symbol,3
11715913_s_at,EFNB1,EFNB1,single_symbol,3
11715914_at,EFNB1,EFNB1,single_symbol,3
11715915_a_at,CD44,CD44,single_symbol,10
11715916_a_at,CD44,CD44,single_symbol,10
11715917_a_at,CD44,CD44,single_symbol,10
11715918_s_at,CD24,CD24,single_symbol,1
11715919_a_at,SH3BGRL3,SH3BGRL3,single_symbol,1
11715920_a_at,PGRMC2,PGRMC2,single_symbol,2
11715921_a_at,SEPT9,SEPT9,single_symbol,8
11715922_x_at,SEPT9,SEPT9,single_symbol,8
11715923_a_at,GSS,GSS,single_symbol,2
11715924_a_at,TRAM1,TRAM1,single_symbol,3
11715925_a_at,TRAM1,TRAM1,single_symbol,3
11715926_s_at,PLEC,PLEC,single_symbol,1
11715927_x_at,SH3GL1,SH3GL1,single_symbol,4
11715928_a_at,SH3GL1,SH3GL1,single_symbol,4
11715929_x_at,SH3GL1,SH3GL1,single_symbol,4
11715930_at,SDHAF2,SDHAF2,single_symbol,1
11715931_s_at,SGK1,SGK1,single_symbol,4
11715932_s_at,TUBB6,TUBB6,single_symbol,3
11715933_a_at,PPP1R7,PPP1R7,single_symbol,2
11715934_s_at,TAGLN,TAGLN,single_symbol,6
11715935_a_at,NBEAL2,NBEAL2,single_symbol,4
11715936_x_at,NBEAL2,NBEAL2,single_symbol,4
11715937_a_at,KHDRBS1,KHDRBS1,single_symbol,6
11715938_x_at,KHDRBS1,KHDRBS1,single_symbol,6
11715939_a_at,KHDRBS1,KHDRBS1,single_symbol,6
11715940_s_at,KHDRBS1,KHDRBS1,single_symbol,6
11715941_s_at,AQP1,AQP1,single_symbol,4
11715942_a_at,AQP1,AQP1,single_symbol,4
11715943_x_at,PSMB1,PSMB1,single_symbol,2
11715944_at,TSG101,TSG101,single_symbol,3
11715945_a_at,RALB,RALB,single_symbol,2
11715946_a_at,RALB,RALB,single_symbol,2
11715947_a_at,KCTD12,KCTD12,single_symbol,5
11715948_at,KCTD12,KCTD12,single_symbol,5
11715949_s_at,KCTD12,KCTD12,single_symbol,5
11715950_a_at,KCTD12,KCTD12,single_symbol,5
11715951_s_at,KCTD12,KCTD12,single_symbol,5
11715952_a_at,MBTPS1,MBTPS1,single_symbol,2
11715953_a_at,MBTPS1,MBTPS1,single_symbol,2
11715954_a_at,CNDP2,CNDP2,single_symbol,4
11715955_a_at,ARL6IP5,ARL6IP5,single_symbol,4
11715956_s_at,ARL6IP5,ARL6IP5,single_symbol,4
11715957_s_at,PEPD,PEPD,single_symbol,1
11715958_s_at,RPL7,RPL7,single_symbol,1
11715959_a_at,SREBF1,SREBF1,single_symbol,3
11715960_x_at,NCBP2,NCBP2,single_symbol,5
11715961_a_at,ACTR10,ACTR10,single_symbol,2
11715962_at,ACTR10,ACTR10,single_symbol,2
11715963_a_at,SPTAN1,SPTAN1,single_symbol,5
11715964_x_at,SPTAN1,SPTAN1,single_symbol,5
11715965_at,ST14,ST14,single_symbol,2
11715966_s_at,ABHD17A,ABHD17A,single_symbol,3
11715967_a_at,NEDD8,NEDD8,single_symbol,3
11715968_s_at,LOC100128775 /// NEDD8,LOC100128775,multi_symbol_first_valid_used,3
11715969_a_at,EPRS,EPRS,single_symbol,2
11715970_a_at,EPRS,EPRS,single_symbol,2
11715971_a_at,PFKP,PFKP,single_symbol,1
11715972_at,SMOC2,SMOC2,single_symbol,2
11715973_a_at,MTFR1L,MTFR1L,single_symbol,8
11715974_x_at,MTFR1L,MTFR1L,single_symbol,8
11715975_a_at,MTFR1L,MTFR1L,single_symbol,8
11715976_a_at,VGLL4,VGLL4,single_symbol,3
11715977_a_at,VGLL4,VGLL4,single_symbol,3
11715978_a_at,C6orf48,C6orf48,single_symbol,3
11715979_x_at,BRK1,BRK1,single_symbol,1
11715980_at,AIP,AIP,single_symbol,1
11715981_a_at,VPS11,VPS11,single_symbol,1
11715982_a_at,DUS1L,DUS1L,single_symbol,2
11715983_a_at,ADNP,ADNP,single_symbol,3
11715984_s_at,ADNP,ADNP,single_symbol,3
11715985_x_at,HTN3,HTN3,single_symbol,2
11715986_s_at,YPEL5,YPEL5,single_symbol,2
11715987_a_at,GH1,GH1,single_symbol,4
11715988_x_at,ATP5G1,ATP5G1,single_symbol,1
11715989_a_at,JTB,JTB,single_symbol,6
11715990_s_at,COX7A2L,COX7A2L,single_symbol,2
11715991_a_at,MCM2,MCM2,single_symbol,4
11715992_s_at,MCM2,MCM2,single_symbol,4
11715993_s_at,SPG7,SPG7,single_symbol,2
11715994_x_at,ID2,ID2,single_symbol,2
11715995_at,MRPL16,MRPL16,single_symbol,1
11715996_a_at,NOSIP,NOSIP,single_symbol,2
11715997_a_at,NDUFC1,NDUFC1,single_symbol,1
11715998_s_at,CAB39,CAB39,single_symbol,3
11715999_a_at,CAB39,CAB39,single_symbol,3
11716000_a_at,FAF2,FAF2,single_symbol,6
11716001_at,FAF2,FAF2,single_symbol,6
11716002_at,FAF2,FAF2,single_symbol,6
11716003_a_at,FAF2,FAF2,single_symbol,6
11716004_at,FAF2,FAF2,single_symbol,6
11716005_a_at,HYOU1,HYOU1,single_symbol,9
11716006_a_at,HYOU1,HYOU1,single_symbol,9
11716007_a_at,RBM5,RBM5,single_symbol,6
11716008_x_at,RBM5,RBM5,single_symbol,6
11716009_a_at,DYNC1LI2,DYNC1LI2,single_symbol,6
11716010_s_at,DYNC1LI2,DYNC1LI2,single_symbol,6
11716011_a_at,TNFAIP1,TNFAIP1,single_symbol,3
11716012_at,TNFAIP1,TNFAIP1,single_symbol,3
11716013_s_at,TMEM258,TMEM258,single_symbol,2
11716014_a_at,SERPINF1,SERPINF1,single_symbol,5
11716015_a_at,CMTM3,CMTM3,single_symbol,2
11716016_at,MAL2,MAL2,single_symbol,2
11716017_at,MAL2,MAL2,single_symbol,2
11716018_s_at,RAB31,RAB31,single_symbol,4
11716019_at,RAB31,RAB31,single_symbol,4
11716020_s_at,RAD23A,RAD23A,single_symbol,4
11716021_x_at,RAD23A,RAD23A,single_symbol,4
11716022_at,ADRBK1,ADRBK1,single_symbol,2
11716023_s_at,ADRBK1,ADRBK1,single_symbol,2
11716024_a_at,GOLGA7,GOLGA7,single_symbol,3
