"Gene","rank_hoa2","p_value_hoa2","adjusted_p_value_hoa2","rank_hoa3","p_value_hoa3","adjusted_p_value_hoa3","mean_rank","max_rank"
"NDUFA1",99,0.994031656856964,0.999999999988552,73,0.988080763330824,0.999999999994531,86,99
"GPX4",93,0.993433406504923,0.999999999988552,82,0.990801169226683,0.999999999994531,87.5,93
"SEMA3G",66,0.987959370553763,0.999999999988552,110,0.995175443785886,0.999999999994531,88,110
"RCAN1",105,0.994708919762825,0.999999999988552,72,0.987015339075515,0.999999999994531,88.5,105
"RGS16",38,0.975287737717276,0.999999999988552,140,0.99695434570498,0.999999999994531,89,140
"SEMA3A",85,0.992622649594105,0.999999999988552,98,0.993438548790819,0.999999999994531,91.5,98
"IL32",97,0.994013291102997,0.999999999988552,90,0.992812620523377,0.999999999994531,93.5,97
"JAG2",80,0.9914971057845,0.999999999988552,108,0.994723171092631,0.999999999994531,94,108
"PPP1R14A",57,0.986339645046176,0.999999999988552,132,0.996536207854925,0.999999999994531,94.5,132
"ADAMTS1",30,0.96876702426004,0.999999999988552,160,0.9981740162672,0.999999999994531,95,160
"PIM1",146,0.997493980053778,0.999999999988552,45,0.960996252113713,0.999999999994531,95.5,146
"EMCN",141,0.997257141399638,0.999999999988552,53,0.971665903355349,0.999999999994531,97,141
"PRDX1",127,0.99615691085689,0.999999999988552,68,0.984379424780889,0.999999999994531,97.5,127
"PHLDA1",159,0.997977881616085,0.999999999988552,38,0.944838127397073,0.999999999994531,98.5,159
"FIS1",108,0.99490331523262,0.999999999988552,92,0.992894859028381,0.999999999994531,100,108
"AC010359.3",53,0.984854116164913,0.999999999988552,148,0.997740874749535,0.999999999994531,100.5,148
"VEGFC",117,0.995641177367994,0.999999999988552,86,0.991987773257499,0.999999999994531,101.5,117
"DGKE",86,0.992648758525808,0.999999999988552,120,0.995652879787735,0.999999999994531,103,120
"WWTR1",142,0.997293340162921,0.999999999988552,64,0.983250306185036,0.999999999994531,103,142
"GCNT2",91,0.993094878719619,0.999999999988552,118,0.995459346751459,0.999999999994531,104.5,118
