"variant","donor","state","gene","PC1","PC2"
"mtDNA_feature_excluded","hoa2","WT","ISG15",-0.0038885278570096,-0.00324671657037231
"mtDNA_feature_excluded","hoa2","WT","JAG1",-0.0176292209079525,0.0171576311350282
"mtDNA_feature_excluded","hoa2","WT","JAG2",-0.0250603194645995,0.0224188915600418
"mtDNA_feature_excluded","hoa2","WT","KCNQ1OT1",0.0276084776287557,0.0321516055628723
"mtDNA_feature_excluded","hoa2","WT","KDM6B",0.00880543037421575,0.0204682321227586
"mtDNA_feature_excluded","hoa2","WT","KDR",0.0364248917313621,0.0212099641123064
"mtDNA_feature_excluded","hoa2","WT","KEAP1",-0.000756049139139314,-0.00129310240926778
"mtDNA_feature_excluded","hoa2","WT","KIAA0040",-0.00298996156166183,-0.00245172211591876
"mtDNA_feature_excluded","hoa2","WT","LAMA3",-0.0151453866557077,0.0144697328458939
"mtDNA_feature_excluded","hoa2","WT","LATS1",0.000737428484833272,0.00072683892668083
"mtDNA_feature_excluded","hoa2","WT","LATS2",0.00830939010499103,0.00746576768555575
"mtDNA_feature_excluded","hoa2","WT","LCN6",-0.00425925517579434,0.00255656970826967
"mtDNA_feature_excluded","hoa2","WT","LEPR",-0.0211858114852178,0.0205178103993815
"mtDNA_feature_excluded","hoa2","WT","LGALS1",-0.0336077751037208,-0.0263508888195858
"mtDNA_feature_excluded","hoa2","WT","LINC00472",0.0663636321901954,0.0603048401676284
"mtDNA_feature_excluded","hoa2","WT","LONP1",0.000475592331131355,-0.000192218168821484
"mtDNA_feature_excluded","hoa2","WT","LRG1",-0.00794684309913171,-0.00704916710613248
"mtDNA_feature_excluded","hoa2","WT","LTBP4",-0.0253384129575733,0.0214419951891969
"mtDNA_feature_excluded","hoa2","WT","MAP1B",-0.0231575331608607,0.00676353550861989
"mtDNA_feature_excluded","hoa2","WT","MAP1LC3B",-0.0336368196722826,-0.0544015316112838
"mtDNA_feature_excluded","hoa2","WT","MCAM",-0.0126186695959275,0.00567512095344139
"mtDNA_feature_excluded","hoa2","WT","MCL1",0.0108508270485009,0.0122192066212562
